"Labeled Data","Final Label","Dataset Name"
"It gives each organization more support, and creates broader organizational objectives outside of each individual organization.","NA","Student"
"It has provided me a good chance to encourage the teammates to express their points of view.
","STF","Student"
"It is a joy to have Meghan as an intern and watch as she grows and hones her talents and skills.","NA","Mentor"
"It is a role she embraces and thrives in.
","NA","Mentor"
"It is also within my position to ensure all written deliverables align with the organization's overall mission and apply to the needs of the people. 
","STC","Student"
"It is hard to gain the confidence to tap into higher level plant leaders in a summer, but that would be the next step in leadership growth in this category.
","NA","Mentor"
"It is important when working with a large team and organization that communication is very clear and sometimes that even means verbal communication.","NA","Mentor"
"It is one thing to work well with others, but another to achieve a goal while strengthening a team and leveraging the various skill sets at your disposal.
","TF","Mentor"
"It is super hard to lead your peers.","NA","Mentor"
"It is very sad to see a potentially successful person being stuck in a cycle of drugs and crime because they feel as though they can't get better.","NA","Student"
"It seemed like it would never end, but I was responsible for reporting our progress back to the candidate and his campaign manager. 
","STC","Student"
