"Labeled Data","Final Label","Dataset Name"
"Patrick has grown in his involvement with our PEER WISE outreach events; from being just a participant or worker to a leader.","NA","Mentor"
"He volunteers for assignments to give back to others.","TF","Mentor"
"He was recognizing the strengths of each team member and knew exactly who has the strongest skills to overcome each hurdles they had encountered on their path to deliver the project to the customer.
","IDK","Student"
"He volunteers for assignments to give back to others.","NA","Mentor"
"He was recognizing the strengths of each team member and knew exactly who has the strongest skills to overcome each hurdles they had encountered on their path to deliver the project to the customer.
","STC","Student"
"He volunteers for assignments to give back to others.","NA","Mentor"
"Students gravitate to him and he encourages them in their educational pursuits.
","STF","Mentor"
"Patrick has worked well with SHPE and PEER as a mentor to help bring more awarenees of the Hispanic community and getting his mentees involved in community events and academically.
","STF","Mentor"
"During one project for my internship, I organized the collection of 1,000s of student's work into a portfolio for presentation.","NA","Student"
"Position did not provide a platform for leadership so can't assess how student would do in leadership situation.
","NA","Mentor"
"During one project for my internship, I organized the collection of 1,000s of student's work into a portfolio for presentation.","NA","Student"
"Position did not provide a platform for leadership so can't assess how student would do in leadership situation.
","NA","Mentor"
"Quanyi is advanced in all areas, however, given the position she was in and the short time period in which I was able to observe her work, there was not much opportunity for Qianyi to show her leadership skills.","NA","Mentor"
"This is the only reason why I would list it as an area for improvement.","NA","Mentor"
"She was an excellent worker.
","NA","Mentor"
"As Harshit progresses in his career, Leadership and team-building will be required to grow other team members and accelerate his personal growth.","NA","Mentor"
"After losing the first mentor, both Wilson and I had to step up and assume positions of leadership.","STC","Student"
"As Harshit progresses in his career, Leadership and team-building will be required to grow other team members and accelerate his personal growth.","TF","Mentor"
"After losing the first mentor, both Wilson and I had to step up and assume positions of leadership.","STC","Student"
